,chrom,description,end,geneSymbol,start
25816,chr8,"Homo sapiens DNA replication and sister chromatid cohesion 1 (DSCC1), mRNA.",120868170,DSCC1,120846180
25817,chr8,"Homo sapiens mitochondrial ribosomal protein L13 (MRPL13), nuclear gene encoding mitochondrial protein, mRNA.",121457647,MRPL13,121408082
25818,chr8,"Homo sapiens syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1) (SNTB1), mRNA.",121824309,SNTB1,121547984
25819,chr8,"Homo sapiens hyaluronan synthase 2 (HAS2), mRNA.",122653630,HAS2,122625270
25820,chr8,"Homo sapiens, clone IMAGE:5466006, mRNA.",123139423,BC052578,122966844
25821,chr8,"Homo sapiens derlin 1 (DERL1), transcript variant 1, mRNA.",124054663,DERL1,124025403
25822,chr8,"Homo sapiens FAM83A antisense RNA 1 (FAM83A-AS1), non-coding RNA.",124214983,FAM83A-AS1,124213411
25823,chr8,"Homo sapiens microRNA 4663 (MIR4663), microRNA.",124228103,MIR4663,124228027
25824,chr8,"Homo sapiens ZHX1-C8ORF76 readthrough (ZHX1-C8ORF76), mRNA.",124286727,ZHX1-C8ORF76,124238428
25825,chr8,"Homo sapiens chromosome 8 open reading frame 76 (C8orf76), mRNA.",124253638,C8orf76,124232195
25826,chr8,"Homo sapiens zinc fingers and homeoboxes 1 (ZHX1), transcript variant 2, mRNA.",124287781,ZHX1,124260689
25827,chr8,"Homo sapiens ATPase family, AAA domain containing 2 (ATAD2), mRNA.",124428590,ATAD2,124332090
25828,chr8,"Homo sapiens piRNA piR-31728, complete sequence.",124412958,DQ573774,124412917
25829,chr8,"Homo sapiens piRNA piR-30612, complete sequence.",124414161,DQ594696,34133316
25830,chr8,"Homo sapiens piRNA piR-30469, complete sequence.",124414255,DQ599993,124414224
25831,chr8,"Homo sapiens piRNA piR-55066, complete sequence.",124414789,DQ587954,124414756
25832,chr8,"Homo sapiens F-box protein 32 (FBXO32), transcript variant 1, mRNA.",124553493,FBXO32,124510126
25833,chr8,"Homo sapiens kelch-like family member 38 (KLHL38), mRNA.",124665190,KLHL38,124657914
25834,chr8,"Homo sapiens annexin A13 (ANXA13), transcript variant 2, mRNA.",124749647,ANXA13,124693033
25835,chr8,"Homo sapiens FER1L6 antisense RNA 1 (FER1L6-AS1), non-coding RNA.",125053023,FER1L6-AS1,124996377
25836,chr8,"Homo sapiens cDNA FLJ32770 fis, clone TESTI2001898.",125183763,AK057332,125058313
25837,chr8,"Homo sapiens transmembrane protein 65 (TMEM65), mRNA.",125384940,TMEM65,125323158
25838,chr8,Homo sapiens mRNA; cDNA DKFZp781F0756 (from clone DKFZp781F0756).,125486804,CR933665,125474737
25839,chr8,"Homo sapiens TatD DNase domain containing 1 (TATDN1), transcript variant 3, non-coding RNA.",125551329,TATDN1,125500734
25840,chr8,"Homo sapiens metastasis suppressor 1 (MTSS1), mRNA.",125740730,MTSS1,125563027
25841,chr8,"Homo sapiens piRNA piR-40283, complete sequence.",125928395,DQ589437,125928360
25842,chr8,"Homo sapiens piRNA piR-40212, complete sequence.",125934355,DQ572100,125934286
25843,chr8,"Homo sapiens piRNA piR-52948, complete sequence.",125937561,DQ585837,125937529
25844,chr8,"Homo sapiens piRNA piR-30177, complete sequence.",125940290,DQ601943,125940247
25845,chr8,"Homo sapiens piRNA piR-44761, complete sequence.",125940380,DQ597408,125940317
25846,chr8,"Homo sapiens piRNA piR-45942, complete sequence.",125940430,DQ589253,125940395
25847,chr8,"Homo sapiens piRNA piR-30572, complete sequence.",125944854,DQ570460,125944825
25848,chr8,"Homo sapiens piRNA piR-49469, complete sequence.",125949190,DQ581357,125949163
25849,chr8,"Homo sapiens piRNA piR-47560, complete sequence.",125950926,DQ579449,125950896
25850,chr8,"Homo sapiens piRNA piR-31192, complete sequence.",125951646,DQ583712,125951615
25851,chr8,"Homo sapiens hypothetical protein LOC157381, mRNA (cDNA clone IMAGE:4839371).",125953948,DQ580489,125953392
25852,chr8,"Homo sapiens KIAA0196 (KIAA0196), mRNA.",126104061,KIAA0196,126036502
25853,chr8,"Homo sapiens long intergenic non-protein coding RNA 861 (LINC00861), transcript variant 2, non-coding RNA.",126963441,LINC00861,126934766
25854,chr8,"Homo sapiens family with sequence similarity 84, member B (FAM84B), mRNA.",127570711,FAM84B,127564682
25855,chr8,"Homo sapiens clone CARLo-6 non-coding RNA, complete sequence.",128200455,JX003871,128197724
25856,chr8,"Homo sapiens cDNA FLJ43320 fis, clone NT2RI2024935.",128231333,CCAT1,128219628
25857,chr8,"Homo sapiens cDNA clone IMAGE:5109562, **** WARNING: chimeric clone ****.",128241377,BC106081,128240803
25858,chr8,"Homo sapiens uncharacterized LOC727677 (LOC727677), non-coding RNA.",128494384,LOC727677,128301928
25859,chr8,"Homo sapiens isolate DGPc1_8_exons1-2-3-4-6-8 unknown mRNA, alternatively spliced.",128433619,DQ515898,128301928
25860,chr8,"Homo sapiens isolate DGPc1_8_exons1-2-3-4-6-8 unknown mRNA, alternatively spliced.",128433619,DQ515899,128301928
25861,chr8,"Homo sapiens partial mRNA for POU class 5 homeobox 1 pseudogene 1, clone BM-TAKA-01_AS.",128428613,POU5F1P1,128428232
25862,chr8,"Homo sapiens, clone IMAGE:5554747, mRNA.",128746211,BC042052,128698587
25863,chr8,Splice-Region Antisense Composition and Method.,128750513,HV975509,128750485
25864,chr8,"Homo sapiens cDNA FLJ36105 fis, clone TESTI2021463.",128960969,TMEM75,128958804
25865,chr8,"Homo sapiens cDNA clone IMAGE:3877235, partial cds.",129440162,BC009730,129417515
25866,chr8,"Homo sapiens, clone IMAGE:4549923, mRNA, partial cds.",129573380,BC014119,129571389
25867,chr8,"Homo sapiens hCG1814486 (LOC728724), non-coding RNA.",130253486,LOC728724,130228712
25868,chr8,"Homo sapiens coiled-coil domain containing 26, mRNA (cDNA clone IMAGE:4699288).",130365228,CCDC26,130363939
25869,chr8,"Homo sapiens gasdermin C (GSDMC), mRNA.",130799134,GSDMC,130760441
25870,chr8,"Homo sapiens family with sequence similarity 49, member B (FAM49B), transcript variant 3, non-coding RNA.",131028897,FAM49B,130851838
25871,chr8,"Homo sapiens microRNA 5194 (MIR5194), microRNA.",131020699,MIR5194,131020579
25872,chr8,"Homo sapiens ArfGAP with SH3 domain, ankyrin repeat and PH domain 1 (ASAP1), transcript variant 2, mRNA.",131455906,ASAP1,131064350
25873,chr8,"Homo sapiens uncharacterized LOC100507117 (LOC100507117), non-coding RNA.",131097014,LOC100507117,131094983
25874,chr8,"Homo sapiens ASAP1 intronic transcript 1 (non-protein coding) (ASAP1-IT1), non-coding RNA.",131308779,ASAP1-IT1,131307600
25875,chr8,"Homo sapiens adenylate cyclase 8 (brain) (ADCY8), mRNA.",132052835,ADCY8,131792546
25876,chr8,"Homo sapiens otoconin 90 (OC90), mRNA.",133071627,OC90,133036466
25877,chr8,"Homo sapiens HERV-H LTR-associating 1 (HHLA1), mRNA.",133117512,HHLA1,133073732
25878,chr8,"Homo sapiens potassium voltage-gated channel, KQT-like subfamily, member 3 (KCNQ3), transcript variant 1, mRNA.",133493004,KCNQ3,133133104
25879,chr8,"Homo sapiens Helicobacter pylori responsive 1 (non-protein coding) (HPYR1), non-coding RNA.",133573726,HPYR1,133572744
25880,chr8,"Homo sapiens leucine rich repeat containing 6 (LRRC6), transcript variant 2, non-coding RNA.",133687863,LRRC6,133584200
25881,chr8,"Homo sapiens transmembrane protein 71 (TMEM71), transcript variant 1, mRNA.",133772914,TMEM71,133722191
25882,chr8,"Homo sapiens Src-like-adaptor (SLA), transcript variant 1, mRNA.",134115310,SLA,134048972
25883,chr8,"Homo sapiens N-myc downstream regulated 1 (NDRG1), transcript variant 2, mRNA.",134309547,NDRG1,134249413
25884,chr8,"Homo sapiens cDNA FLJ33950 fis, clone CTONG2018413.",134253770,AX746885,134249418
25885,chr8,"Homo sapiens ST3 beta-galactoside alpha-2,3-sialyltransferase 1 (ST3GAL1), transcript variant 2, mRNA.",134584183,ST3GAL1,134467090
25886,chr8,"Homo sapiens zinc finger and AT hook domain containing (ZFAT), transcript variant 3, mRNA.",135725292,ZFAT,135490030
25887,chr8,"Homo sapiens microRNA 30b (MIR30B), microRNA.",135812850,MIR30B,135812762
25888,chr8,"Homo sapiens microRNA 30d (MIR30D), microRNA.",135817188,MIR30D,135817118
25889,chr8,"Homo sapiens family with sequence similarity 135, member B (FAM135B), mRNA.",139509065,FAM135B,139142265
25890,chr8,"Homo sapiens collagen, type XXII, alpha 1 (COL22A1), mRNA.",139926236,COL22A1,139600477
25891,chr8,"Homo sapiens potassium channel, subfamily K, member 9 (KCNK9), mRNA.",140715299,KCNK9,140613081
25892,chr8,"Homo sapiens trafficking protein particle complex 9 (TRAPPC9), transcript variant 2, mRNA.",141468678,TRAPPC9,140742585
25893,chr8,"Homo sapiens cDNA FLJ36325 fis, clone THYMU2005574.",141113775,AX748239,141111256
25894,chr8,"Homo sapiens cDNA FLJ38845 fis, clone MESAN2003709.",141535875,DQ574852,141531042
25895,chr8,"Homo sapiens argonaute RISC catalytic component 2 (AGO2), transcript variant 1, mRNA.",141645646,AGO2,141541263
25896,chr8,"Homo sapiens protein tyrosine kinase 2 (PTK2), transcript variant 3, mRNA.",142011412,PTK2,141668480
25897,chr8,"Homo sapiens solute carrier family 45, member 4 (SLC45A4), mRNA.",142264225,SLC45A4,142217267
25898,chr8,"Homo sapiens G protein-coupled receptor 20 (GPR20), mRNA.",142377365,GPR20,142366586
25899,chr8,"Homo sapiens maestro heat-like repeat family member 5 (MROH5), transcript variant 1, mRNA.",142517330,MROH5,142443928
25900,chr8,"Homo sapiens t-SNARE domain containing 1 (TSNARE1), mRNA.",143484543,TSNARE1,143293440
25901,chr8,"Homo sapiens activity-regulated cytoskeleton-associated protein (ARC), mRNA.",143695833,ARC,143692404
25902,chr8,"Homo sapiens jerky homolog (mouse) (JRK), transcript variant 2, mRNA.",143751401,JRK,143738873
25903,chr8,Homo sapiens mRNA for jerky homolog variant protein.,143745841,JH8,143739812
25904,chr8,"Homo sapiens cDNA FLJ35113 fis, clone PLACE6007242.",143763384,AX747544,143760854
25905,chr8,"Homo sapiens uncharacterized LOC100288181 (LOC100288181), non-coding RNA.",143808391,LOC100288181,143783669
25906,chr8,"Homo sapiens secreted LY6/PLAUR domain containing 1 (SLURP1), mRNA.",143823829,SLURP1,143822361
25907,chr8,"Homo sapiens LY6/PLAUR domain containing 2 (LYPD2), mRNA.",143833952,LYPD2,143831627
25908,chr8,"Homo sapiens Ly6/neurotoxin 1 (LYNX1), transcript variant 1, mRNA.",143859640,LYNX1,143845755
25909,chr8,"Homo sapiens lymphocyte antigen 6 complex, locus D (LY6D), mRNA.",143868008,LY6D,143866297
25910,chr8,"Homo sapiens cytochrome P450, family 11, subfamily B, polypeptide 1 (CYP11B1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",143961236,CYP11B1,143953772
25911,chr8,"Homo sapiens cytochrome P450, family 11, subfamily B, polypeptide 2 (CYP11B2), nuclear gene encoding mitochondrial protein, mRNA.",143999259,CYP11B2,143991974
25912,chr8,"Homo sapiens uncharacterized LOC100133669 (LOC100133669), non-coding RNA.",144099807,LOC100133669,144063447
25913,chr8,"Homo sapiens lymphocyte antigen 6 complex, locus H (LY6H), transcript variant 2, mRNA.",144242053,LY6H,144239330
25914,chr8,"Homo sapiens topoisomerase (DNA) I, mitochondrial (TOP1MT), transcript variant 2, mRNA.",144442147,TOP1MT,144391496
25915,chr8,"Homo sapiens RHPN1 antisense RNA 1 (head to head) (RHPN1-AS1), non-coding RNA.",144450805,RHPN1-AS1,144448792
25916,chr8,"Homo sapiens v-maf musculoaponeurotic fibrosarcoma oncogene homolog A (avian) (MAFA), mRNA.",144512602,MAFA,144510229
25917,chr8,"Homo sapiens zinc finger CCCH-type containing 3 (ZC3H3), mRNA.",144623620,ZC3H3,144519824
25918,chr8,"Homo sapiens maestro heat-like repeat family member 6 (MROH6), mRNA.",144654928,MROH6,144648362
25919,chr8,"Homo sapiens nicotinate phosphoribosyltransferase domain containing 1 (NAPRT1), mRNA.",144660513,NAPRT1,144656954
25920,chr8,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 5, mRNA.",144679845,EEF1D,144661866
25921,chr8,"Homo sapiens cDNA clone IMAGE:4701004, **** WARNING: chimeric clone ****.",144675116,BC034020,144674958
25922,chr8,"Homo sapiens pyrroline-5-carboxylate reductase-like (PYCRL), mRNA.",144691784,PYCRL,144686082
25923,chr8,"Homo sapiens tissue specific transplantation antigen P35B (TSTA3), mRNA.",144699732,TSTA3,144694787
25924,chr8,"Homo sapiens coiled-coil domain containing 166 (CCDC166), mRNA.",144790279,CCDC166,144788863
25925,chr8,"Homo sapiens family with sequence similarity 83, member H (FAM83H), mRNA.",144815914,FAM83H,144806102
25926,chr8,"Homo sapiens microRNA 4664 (MIR4664), microRNA.",144815323,MIR4664,144815252
25927,chr8,"Homo sapiens scribbled planar cell polarity protein (SCRIB), transcript variant 1, mRNA.",144897549,SCRIB,144873089
25928,chr8,"Homo sapiens microRNA 937 (MIR937), microRNA.",144895212,MIR937,144895126
25929,chr8,"Homo sapiens poly-U binding splicing factor 60KDa (PUF60), transcript variant 6, mRNA.",144911556,PUF60,144898513
25930,chr8,"Homo sapiens nuclear receptor binding protein 2 (NRBP2), mRNA.",144924200,NRBP2,144915754
25931,chr8,"Homo sapiens epiplakin 1 (EPPK1), mRNA.",144947434,EPPK1,144939911
25932,chr8,"Homo sapiens plectin (PLEC), transcript variant 1, mRNA.",145050913,PLEC,144989320
25933,chr8,"Homo sapiens microRNA 661 (MIR661), microRNA.",145019447,MIR661,145019358
25934,chr8,"Homo sapiens poly (ADP-ribose) polymerase family, member 10 (PARP10), mRNA.",145060635,PARP10,145051319
25935,chr8,"Homo sapiens 5-oxoprolinase (ATP-hydrolysing) (OPLAH), mRNA.",145115584,OPLAH,145106166
25936,chr8,"Homo sapiens SHANK-associated RH domain interactor (SHARPIN), transcript variant 1, mRNA.",145159140,SHARPIN,145153535
25937,chr8,"Homo sapiens block of proliferation 1 (BOP1), mRNA.",145515120,BOP1,145317005
25938,chr8,"Homo sapiens diacylglycerol O-acyltransferase 1 (DGAT1), mRNA.",145550567,DGAT1,145538246
25939,chr8,"Homo sapiens scratch homolog 1, zinc finger protein (Drosophila) (SCRT1), mRNA.",145559943,SCRT1,145554453
25940,chr8,"Homo sapiens F-box and leucine-rich repeat protein 6 (FBXL6), transcript variant 2, mRNA.",145583036,FBXL6,145579087
25941,chr8,"Homo sapiens transmembrane protein 249 (TMEM249), transcript variant 1, mRNA.",145579269,TMEM249,145576885
25942,chr8,"Homo sapiens cleavage and polyadenylation specific factor 1, 160kDa (CPSF1), mRNA.",145634733,CPSF1,145618445
25943,chr8,"Homo sapiens microRNA 1234 (MIR1234), microRNA.",145625559,MIR1234,145625475
25944,chr8,"Homo sapiens microRNA 939 (MIR939), microRNA.",145619445,MIR939,145619363
25945,chr8,"Homo sapiens solute carrier family 39 (zinc transporter), member 4 (SLC39A4), transcript variant 2, mRNA.",145642273,SLC39A4,145637797
25946,chr8,"Homo sapiens vacuolar protein sorting 28 homolog (S. cerevisiae) (VPS28), transcript variant 1, mRNA.",145653927,VPS28,145648999
25947,chr8,"Homo sapiens tonsoku-like, DNA repair protein (TONSL), mRNA.",145669812,TONSL,145654162
25948,chr8,"Homo sapiens cysteine/histidine-rich 1 (CYHR1), transcript variant 1, mRNA.",145691031,CYHR1,145675314
25949,chr8,"Homo sapiens forkhead box H1 (FOXH1), mRNA.",145701718,FOXH1,145699114
25950,chr8,"Homo sapiens cDNA FLJ37258 fis, clone BRAMY2010208.",145724363,AK094577,145721000
25951,chr8,"Homo sapiens RecQ protein-like 4 (RECQL4), mRNA.",145743210,RECQL4,145736666
25952,chr8,"Homo sapiens leucine rich repeat containing 24 (LRRC24), mRNA.",145752416,LRRC24,145747760
25953,chr8,"Homo sapiens chromosome 8 open reading frame 82 (C8orf82), mRNA.",145754458,C8orf82,145751602
25954,chr8,"Homo sapiens Rho GTPase activating protein 39 (ARHGAP39), mRNA.",145911194,ARHGAP39,145754562
25955,chr8,"Homo sapiens zinc finger protein 251 (ZNF251), mRNA.",145980970,ZNF251,145946293
25956,chr8,"Homo sapiens zinc finger protein 34 (ZNF34), mRNA.",146012725,ZNF34,145998500
25957,chr8,"Homo sapiens ribosomal protein L8 (RPL8), transcript variant 2, mRNA.",146017805,RPL8,146015153
25958,chr8,Novel nucleic acids.,146017416,DL491750,146017349
25959,chr8,"Homo sapiens zinc finger protein 250 (ZNF250), transcript variant 2, mRNA.",146126846,ZNF250,146102335
25960,chr8,"Homo sapiens COMM domain containing 5 (COMMD5), transcript variant 1, mRNA.",146126846,COMMD5,146065828
25961,chr8,"Homo sapiens zinc finger protein 16 (ZNF16), transcript variant 2, mRNA.",146176274,ZNF16,146155743
25962,chr8,"Homo sapiens zinc finger protein 252, pseudogene (ZNF252P), non-coding RNA.",146228285,ZNF252P,146198974
25963,chr9,"Homo sapiens DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 like 5 (DDX11L5), non-coding RNA.",14525,DDX11L5,11986
25964,chr9,Homo sapiens chromosome 9 telomeric mRNA sequence.,75294,AY343892,72697
25965,chr9,"Homo sapiens dedicator of cytokinesis 8 (DOCK8), transcript variant 1, mRNA.",465259,DOCK8,214864
25966,chr9,"Homo sapiens KN motif and ankyrin repeat domains 1 (KANK1), transcript variant 3, mRNA.",746106,KANK1,470293
25967,chr9,"Homo sapiens doublesex and mab-3 related transcription factor 1 (DMRT1), mRNA.",969090,DMRT1,841689
25968,chr9,"Homo sapiens doublesex and mab-3 related transcription factor 3 (DMRT3), mRNA.",991732,DMRT3,976967
25969,chr9,"Homo sapiens doublesex and mab-3 related transcription factor 2 (DMRT2), transcript variant 2, mRNA.",1057554,DMRT2,1050345
25970,chr9,"Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 (SMARCA2), transcript variant 1, mRNA.",2193623,SMARCA2,2015341
25971,chr9,"Homo sapiens very low density lipoprotein receptor (VLDLR), transcript variant 1, mRNA.",2654485,VLDLR,2621792
25972,chr9,"Homo sapiens potassium channel, subfamily V, member 2 (KCNV2), mRNA.",2730037,KCNV2,2717525
25973,chr9,"Homo sapiens PRO1600 mRNA, complete cds.",3481238,BC069756,3479873
25974,chr9,"Homo sapiens GLIS3 antisense RNA 1 (GLIS3-AS1), non-coding RNA.",3901248,GLIS3-AS1,3898645
25975,chr9,"Homo sapiens solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1 (SLC1A1), mRNA.",4587469,SLC1A1,4490426
25976,chr9,"Homo sapiens phosphatidic acid phosphatase type 2 domain containing 2 (PPAPDC2), mRNA.",4665272,PPAPDC2,4662293
25977,chr9,"Homo sapiens cell division cycle 37-like 1 (CDC37L1), mRNA.",4706594,CDC37L1,4679565
25978,chr9,"Homo sapiens RNA terminal phosphate cyclase-like 1 (RCL1), mRNA.",4861064,RCL1,4792833
25979,chr9,"Homo sapiens cDNA FLJ11677 fis, clone HEMBA1004778.",4885917,AK021739,4860453
25980,chr9,"Homo sapiens microRNA 101-2 (MIR101-2), microRNA.",4850375,MIR101-2,4850296
25981,chr9,"Homo sapiens Janus kinase 2 (JAK2), mRNA.",5128183,JAK2,4985085
25982,chr9,"Homo sapiens insulin-like 4 (placenta) (INSL4), mRNA.",5233967,INSL4,5231418
25983,chr9,"Homo sapiens CD274 molecule (CD274), transcript variant 1, mRNA.",5470567,CD274,5450502
25984,chr9,"Homo sapiens programmed cell death 1 ligand 2 (PDCD1LG2), mRNA.",5571282,PDCD1LG2,5510544
25985,chr9,"Homo sapiens KIAA1432 (KIAA1432), transcript variant 1, mRNA.",5776556,KIAA1432,5629118
25986,chr9,"Homo sapiens melan-A (MLANA), mRNA.",5909822,MLANA,5890908
25987,chr9,"Homo sapiens microRNA 4665 (MIR4665), microRNA.",6007904,MIR4665,6007825
25988,chr9,"Homo sapiens interleukin 33 (IL33), transcript variant 1, mRNA.",6257983,IL33,6215785
25989,chr9,"Homo sapiens tumor protein D52-like 3 (TPD52L3), transcript variant 2, mRNA.",6331900,TPD52L3,6328348
25990,chr9,"Homo sapiens ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase (UHRF2), transcript variant 2, non-coding RNA.",6507051,UHRF2,6413150
25991,chr9,"Homo sapiens lysine (K)-specific demethylase 4C (KDM4C), transcript variant 1, mRNA.",7175648,KDM4C,6716494
25992,chr9,"Homo sapiens cDNA FLJ37023 fis, clone BRACE2010828.",8861724,AK094342,8858133
25993,chr9,Nucleic acid controling mast cell degranulation.,11754053,JB175300,11754033
